,Topik 1,Topik 2,Topik 3
ptaka,6.648390442677629e-06,7.79711488515679e-05,7.125795192765543e-06
pthaka,7.049506929010731e-06,4.228497301111314e-05,6.771912173746049e-06
pti,6.648390052541286e-06,7.126165679812941e-06,4.0392963022398665e-05
ptigla,6.648390062137158e-06,4.266431277278511e-05,6.819717064101619e-06
ptn,7.044125666069326e-06,4.233281899819824e-05,6.732160654803465e-06
pu,7.31322897697499e-05,7.126165728295013e-06,6.732160623897662e-06
pua,0.00022790592451840178,7.137864685737724e-06,0.0001529445305991997
public,6.79282936374738e-06,8.697968935149368e-06,0.00010608341060131695
publik,0.00010598569608670376,7.557459818348793e-06,0.00024234377042033252
publikasi,7.31322897913085e-05,7.1261657164979675e-06,6.732160613212325e-06
pukulan,0.00017285813977334455,7.126165706836059e-06,6.732160604330565e-06
pulah,6.648390055500309e-06,7.126165683123715e-06,4.0392963016274616e-05
pulang,3.9890339853011536e-05,7.126165689281795e-06,6.732160588478044e-06
pulau,0.0008373138115333653,7.141758758769229e-06,7.105587671880864e-06
pulpa,0.00020610008980026816,7.126165685588778e-06,6.732160585068766e-06
pulsa,3.375467015588333e-05,7.1261657561515405e-06,4.6605943024093166e-05
puluh,6.648390090917131e-06,4.2756997756907736e-05,4.03929592105145e-05
punah,3.989033984212938e-05,7.126165695267459e-06,6.732160593842548e-06
punggung,7.271573661588936e-05,7.56371512043125e-06,6.7406050746565495e-06
punihs,6.958565669677845e-06,0.0001491913650960472,6.8508604327757945e-06
punish,7.05491828934246e-06,4.2161500307451506e-05,6.883078537806394e-06
punishmen,7.05491828934246e-06,4.2161500307451506e-05,6.883078537806394e-06
pupr,3.987000450211657e-05,7.1479623961703506e-06,6.73216059843982e-06
pupuk,6.648390101565161e-06,0.00011380226944843536,6.936577181139741e-06
purbakala,3.989033982215057e-05,7.12616570611837e-06,6.732160603822047e-06
purchas,7.309563707576222e-05,7.126165688171847e-06,6.769275184159352e-06
puriti,6.648390059526332e-06,0.0001496494778163898,6.732160587146634e-06
pusat,0.0003528481202939829,0.0002027249205509187,0.00014460220733980493
pusatnya,6.886075234096155e-06,4.250222749984648e-05,6.73216062171758e-06
pusdiklat,3.415725621511135e-05,1.3271247558039342e-05,6.732160966492694e-06
puskesma,6.712819426876598e-06,7.551057508513059e-06,0.0014200192294469745
puskesmaslaporan,6.648390067363947e-06,7.1261656966798385e-06,4.0392962991454776e-05
puskom,6.64839005609584e-06,7.126165683725245e-06,4.03929630151033e-05
putera,7.078729377832031e-06,7.792655660112805e-05,6.732160683159529e-06
puteri,7.078729377832031e-06,7.792655660112805e-05,6.732160683159529e-06
putih,6.742552031288766e-06,0.0007197264107126108,4.031302908352618e-05
putra,3.989031741643898e-05,0.00011391535737910036,6.829764831283675e-06
putri,6.648390068762491e-06,7.1261656983394674e-06,4.0392962988470726e-05
puzzl,6.648390060058176e-06,7.126165688173277e-06,4.03929630068889e-05
pw,3.963314370256992e-05,7.1261657692322135e-06,6.992597365990027e-06
python,1.4397295962278475e-05,7.126165693946311e-06,0.00020085043301376176
qa,6.648390101075923e-06,4.256573043276486e-05,6.912848755358311e-06
qfd,6.648390039080384e-06,7.126165664294893e-06,7.405376566566603e-05
qiuz,6.648390054979921e-06,7.126165682557161e-06,4.039296301733679e-05
qo,0.00010637425668464535,4.27569756746887e-05,6.732160617883141e-06
qr,0.0001063742398520425,7.126165676767903e-06,6.732160577185265e-06
qrcode,0.0001392737364948113,7.126165801341239e-06,7.078928758402009e-06
qualiti,0.00022782891179018867,4.2756856965919575e-05,0.00018669449771467622
quantiti,0.00013949409380753432,7.126165715916578e-06,6.855794997556444e-06
quantiz,1.6896030334914548e-05,0.0006661988161315992,1.3278068892070406e-05
quantizationlvq,6.648390055417324e-06,7.838782165818712e-05,6.7321605828869494e-06
quantumgi,6.64839009135754e-06,7.12616572428121e-06,4.039296294108335e-05
queri,6.762640680840524e-06,0.002216659065313746,0.0001408614301441491
question,6.64839008313389e-06,0.00011386454016882001,6.877749422336341e-06
quick,7.296980491510948e-05,7.126165747504653e-06,6.896692789198214e-06
quision,6.654491495799105e-06,7.126165686750931e-06,4.038678469364746e-05
quiz,6.648390066512698e-06,7.126165695779868e-06,4.039296299316697e-05
qunat,3.9890339859068764e-05,7.126165685907184e-06,6.732160585532553e-06
qurâ,3.989025765124561e-05,0.00014949968128934974,6.873758310978736e-06
quzntiz,3.978980140903092e-05,7.233929118328431e-06,6.732160630826225e-06
qâ,6.648390057103037e-06,4.275699357092624e-05,6.7321605846500544e-06
rabin,6.648390064579311e-06,0.00011398438241557253,6.764533262180146e-06
rabinkarp,6.654447395025371e-06,0.00022089966954574593,6.736857498421063e-06
rabu,6.648390087305497e-06,4.266691785697258e-05,6.817255989315193e-06
race,6.702946702160435e-06,7.126165724656739e-06,4.033771890990191e-05
rad,3.9890339750971476e-05,7.12616574508725e-06,6.732160639083407e-06
radar,6.648390054979921e-06,7.126165682557161e-06,4.039296301733679e-05
radial,6.6624522842694804e-06,7.177700188045052e-06,0.00020863405150987527
radio,3.956860166256657e-05,7.1261657767861186e-06,7.057952636359271e-06
radiu,6.648390134151598e-06,7.802812873144736e-05,7.071966038082738e-06
ragam,0.00012005279334989379,7.126165794526133e-06,6.020286075417889e-05
raharja,6.648390071691216e-06,7.208536361083843e-06,4.0315146589638665e-05
rahasia,0.0001376738875309983,7.161466164589463e-06,0.00014330879786508778
rahasiapenggunaan,6.648390058154586e-06,7.126165686263388e-06,4.039296301062079e-05
railindo,6.648390071691216e-06,7.208536361074558e-06,4.031514658964743e-05
rak,6.648390071194515e-06,7.12616570109537e-06,4.0392962983404514e-05
raket,0.0011368746894885732,7.126165673396156e-06,6.732160574146864e-06
rakyat,6.889697105350571e-06,7.812917333636282e-05,6.732160712393748e-06
ramah,3.989033979575919e-05,7.126165720624235e-06,6.7321606168420125e-06
ramai,6.937403615422767e-06,4.244717621838603e-05,7.405379822686714e-05
ramal,6.648390069562944e-06,7.126165699281614e-06,4.0392962986770135e-05
ramalan,6.648390092823166e-06,7.126165725694784e-06,4.0392962938263824e-05
ramayana,6.758926154407828e-06,0.00014952601676204475,6.736866626936197e-06
ramburambu,6.648390073011172e-06,4.275699353643775e-05,6.7321606011229504e-06
rambut,4.2094736033390615e-05,0.00014728666649831381,6.732160622915782e-06
rancanagn,6.6483900786158535e-06,7.12616570967282e-06,4.0392962967786405e-05
rancang,6.69765447509677e-06,8.662011293020548e-05,0.00013354835730052214
rancangan,2.7634456728603183e-05,3.862059586597972e-05,0.0001913541792270655
rancu,6.648390040899371e-06,7.83878216896678e-05,6.73216056784787e-06
rand,3.983397607872544e-05,7.186579945046748e-06,6.7321605964522244e-06
random,0.00011719438234526816,0.0002397709295091339,7.894105196848598e-05
rang,6.648390061913365e-06,7.126165690485394e-06,0.00010771456823275313
rangk,0.0002725324874278134,7.170985301708519e-06,6.741970326155902e-06
rangka,0.00015139908546180208,7.220710310421046e-06,0.00016301549483812154
rangkaian,0.00010620586317913432,0.0001139918052151082,6.928019286692453e-06
rangkebbhan,3.941474040236479e-05,7.635943198266286e-06,6.732160696138956e-06
rangkingnya,3.989033982036042e-05,7.126165707117499e-06,6.7321606046908514e-06
rank,0.0003989456978559406,0.0001496494277560846,4.7082340120758795e-05
ransel,6.648390045997721e-06,4.275699359494507e-05,6.732160573204563e-06
rant,7.313228981286382e-05,7.126165704743154e-06,6.732160602490373e-06
rapat,6.648390063088612e-06,7.126165691899461e-06,4.039296300030009e-05
rapi,6.667835032651314e-06,7.126165695845439e-06,7.403407563297006e-05
rapid,3.9890339750971476e-05,7.12616574508725e-06,6.732160639083407e-06
rapih,6.648390033505225e-06,7.1261656579119935e-06,4.0392963062364796e-05
rapor,0.00016336452268022304,7.1261657240984805e-06,0.00015098860887467937
raport,0.00023926514777389157,7.1393278353527476e-06,6.797587032574217e-06
rapot,3.876623726479939e-05,2.2127500544267743e-05,6.1020119914329357e-05
rasio,3.9890344345512024e-05,4.666724564465093e-05,3.6698904276902293e-05
raskin,0.00010637423987033266,7.126165666735051e-06,6.732160568142844e-06
raspberri,6.68257387745436e-06,7.835118128046965e-05,6.732160574809742e-06
rataan,6.648390065583689e-06,4.275699355248437e-05,6.732160593484685e-06
ratarata,0.0012929877231550584,0.003967172281867587,0.002301144263133438
rataratanya,6.648390104544983e-06,4.262355843820762e-05,6.8582180519847675e-06
rate,0.0012431693772464016,0.0006128583597928183,0.000639628136378555
ratecfr,3.989033987761774e-05,7.12616567575308e-06,6.732160576342616e-06
rateir,3.989033987761774e-05,7.12616567575308e-06,6.732160576342616e-06
rater,6.648390059948781e-06,7.126165688256811e-06,4.039296300692076e-05
ratio,1.1391461562313011e-05,0.00021578000960579446,6.776750749459354e-06
ration,6.648390105230996e-06,7.126165740194282e-06,4.039296291200172e-05
rato,3.912847102425353e-05,7.208402917245219e-06,7.425938718205826e-06
ratu,6.64839003640935e-06,7.838782169939679e-05,6.73216056320341e-06
raudlatul,3.926141208119733e-05,7.126165994254321e-06,7.369012638321653e-06
rawan,7.313227205730339e-05,7.175899694157724e-06,0.0001076676022249364
rawat,3.9890338549889395e-05,7.126165785098509e-06,4.0392964432143774e-05
raya,0.00010624120676680736,7.268758922647165e-06,6.732160618016438e-06
rayon,7.313228984387407e-05,7.126165687770835e-06,6.732160587123443e-06
rbf,6.673389353175079e-06,7.126165692947609e-06,4.036764871508309e-05
rbfn,6.648390133076076e-06,4.2421920473462255e-05,7.048707441660437e-06
rbfnn,6.648390060151926e-06,7.126165688480918e-06,7.405376562147998e-05
rc,6.651750744287624e-06,7.577989698285648e-06,0.0006458571643476113
rcnn,6.648390039680236e-06,7.838782169229674e-05,6.732160566598757e-06
rdf,6.648390058498962e-06,7.196603312836041e-06,0.000208630432948784
re,6.648390046175963e-06,7.838782167826145e-05,6.732160573280436e-06
reabil,6.648390058650558e-06,7.126165686805393e-06,7.405376562458317e-05
read,2.766948273245766e-05,4.275699289056175e-05,5.276780544811406e-05
reaksi,6.648390055417324e-06,7.838782165818712e-05,6.7321605828869494e-06
real,0.0002897478595675722,0.00013769743952243848,0.0002026080509295192
realeti,3.989033982416613e-05,7.126165705048358e-06,6.732160602791955e-06
realisasi,6.648390060298601e-06,7.126165688408388e-06,7.405376562139998e-05
realisti,3.9890339800625564e-05,7.126165717967434e-06,6.732160614424243e-06
realita,3.989033920353836e-05,7.126165760683141e-06,4.039296379332438e-05
realiti,0.0012637281624592717,7.129438698704874e-06,0.0017632821727384877
realityadalah,3.989033982215057e-05,7.12616570611837e-06,6.732160603822047e-06
realityar,6.6483900400101526e-06,7.126165665421114e-06,7.405376566366056e-05
realtim,0.00022196248451015953,0.0001339764342250989,0.0003084236038298847
recal,0.00010237684277311818,0.001721643207283462,6.776911354815402e-06
recallnya,7.313229806757876e-05,4.2756984916695614e-05,6.732160624570121e-06
receiv,3.989033987930937e-05,7.126165674865982e-06,6.732160575467733e-06
recoginiton,6.648390059551125e-06,4.275699356558443e-05,6.732160587217558e-06
recognit,0.00014930001899286695,0.0009586730176016469,6.832077568413347e-06
reconstruct,6.648390062798839e-06,4.275699355859283e-05,6.7321605905339265e-06
record,6.80914719289281e-06,4.2584656474560385e-05,7.405379171164904e-05
recruit,7.3639780730830945e-06,0.0001132516370579661,6.732160685658917e-06
rectangular,6.648390059551125e-06,4.275699356558443e-05,6.732160587217558e-06
recurr,3.966093174440166e-05,7.234314136592619e-06,6.862290338165352e-06
recurs,0.0002060540506464981,7.126165686251499e-06,6.778779837109855e-06
red,6.648390033387098e-06,0.0001496494778730904,6.732160560049851e-06
redo,6.648390152275225e-06,4.261326834195327e-05,6.867939161344221e-06
reduct,3.9488606099530996e-05,7.5567692539818446e-06,6.732160705834097e-06
reduksi,1.3791423858271934e-05,0.00023870732117846734,8.366929402381602e-05
redund,6.648390054427521e-06,4.275699357661198e-05,6.732160581987929e-06
refer,0.00010633895804531948,7.163982936630898e-06,6.7321605921689906e-06
referensi,4.0581509480871496e-05,0.00010383274765603687,0.00011663741459213418
refernsi,3.989033973394457e-05,7.126165754717216e-06,6.732160647227252e-06
reflect,3.919062184517196e-05,7.4482510183770265e-06,7.136417869393902e-06
refleksi,6.648390047476415e-06,7.126165673944083e-06,7.405376564804844e-05
reformasi,3.9890339899467844e-05,7.12616566377559e-06,6.732160565532543e-06
refrensi,6.6483900608347125e-06,4.275699356284119e-05,6.732160588509347e-06
refresh,3.9890339827702036e-05,7.126165703079446e-06,6.73216060107155e-06
regenerasi,3.989033981843505e-05,7.126165708211492e-06,6.732160605606966e-06
region,6.686629265738924e-06,0.0007553325680440252,6.73216057651126e-06
regionprop,6.648390061371774e-06,4.275699356167355e-05,6.732160589068599e-06
registrasi,7.3763119138265884e-06,0.0001488692340446636,4.039297360232985e-05
regresi,6.699145500880457e-06,0.0002564876400170809,4.0392886824031855e-05
regu,3.989033983626722e-05,7.126165698461748e-06,6.732160596760874e-06
regul,6.523250754786866e-05,5.122448087229026e-05,6.732160647986781e-06
regular,6.648390095718776e-06,4.2756981488843685e-05,7.405377718923315e-05
regunya,3.989033983626722e-05,7.126165698461748e-06,6.732160596760874e-06
rehabilitasi,0.00013961618982635801,7.126165684283041e-06,6.732160584025748e-06
rekam,6.648390025078748e-06,7.126165648238271e-06,0.0004779833970743015
rekaman,6.64839005609584e-06,7.126165683725245e-06,4.03929630151033e-05
rekammedik,6.690378928862067e-06,7.2112255171104664e-06,4.0270088194865764e-05
rekap,5.858596694239198e-05,7.168573367907861e-06,0.00012240411381389776
rekapan,3.9793991318628175e-05,7.1261657634495094e-06,6.829723055967711e-06
rekapitulasi,0.00014202202039750612,7.126165766195015e-06,7.16176214063077e-05
rekayasa,6.781281443412683e-06,0.00019180141302133368,0.00013508024955430107
rekomendasi,0.0032810177581266173,0.0024472534030690355,0.0008487666317538431
rekomendasinya,6.648390053483765e-06,4.275699357882925e-05,6.732160580848897e-06
rekomndasi,6.648390062938429e-06,7.144794364032515e-06,4.0375364306001706e-05
rekonstruksi,6.648390044629456e-06,0.0001496494778486975,6.73216057170994e-06
rekrutmen,6.823002338684355e-06,7.126165759737545e-06,0.00010753775575435033
rektor,6.76906266955917e-06,0.00014946175151804336,6.787314414480936e-06
rektorat,6.64839005609584e-06,7.126165683725245e-06,4.03929630151033e-05
rekurs,3.94572577732478e-05,7.126165812643068e-06,7.1706994383096935e-06
rel,6.694286850837076e-06,7.83386265519681e-05,6.732160595143426e-06
rela,3.9848101878653424e-05,7.126165698902619e-06,6.774930757323234e-06
relasinya,6.6483900800838005e-06,7.236573013917803e-06,4.028866007243928e-05
relatif,0.0001970852479761162,0.00013232786208927479,0.00013320690361274062
relationship,6.648390082733192e-06,7.126165714363172e-06,4.039296295918612e-05
relay,6.6483900544722135e-06,7.126165681958233e-06,4.0392963018416715e-05
releas,3.8254091067081234e-05,7.126165899921553e-06,8.389026108858108e-06
relev,6.702822317985165e-06,0.00014959113388193735,6.7321605787730485e-06
relevan,8.182854849851233e-05,0.0007803541041756921,0.00017629176739277457
relevansi,4.594059691185438e-05,0.00017879525724626524,6.73216061028256e-06
relevansinya,3.9030606778193396e-05,8.047681940930709e-06,6.73216070827962e-06
relevanâ,6.6483900621473e-06,4.275699356003023e-05,6.732160589835744e-06
reliabel,6.648390066698358e-06,7.199396770928811e-06,7.398458347267057e-05
reliabilita,6.648390049714272e-06,7.126165676445626e-06,0.00010771456825836955
reliabl,9.003137990640646e-06,7.126165689198065e-06,0.00017265175542368564
relu,6.648390047980288e-06,4.275699359063968e-05,6.732160575264348e-06
remaja,0.00010623823878495772,7.126165718209041e-06,6.869875234997944e-06
remedi,6.648390046725242e-06,7.126165673090059e-06,0.00017503617349445214
remot,6.64839007819058e-06,7.208913376359905e-06,7.397559302790102e-05
remov,6.64839004132683e-06,0.0003990652744406834,6.732160568315466e-06
rencana,0.00032065415766079666,7.135071679384904e-06,0.00022733431005574143
rendah,0.0006587691249864145,0.0005352996442382992,0.00029483832542877677
rendahnya,6.508387309263323e-05,8.69151629836256e-05,6.826123211753519e-06
render,7.288097925970916e-05,7.140760686093578e-06,6.972849672920386e-06
rengangan,3.989033986661877e-05,7.126165681842905e-06,6.7321605817270056e-06
rentan,0.0001785072684501226,0.00024047048686676027,0.00028548115804494814
rentang,5.7177470569561593e-05,0.00013006073956995978,0.00010871529652205767
rentetan,6.648390054485107e-06,7.126165681976486e-06,4.039296301838641e-05
reorder,6.648390123222994e-06,7.838784402088207e-05,4.0392942002606746e-05
replac,6.758925643892094e-06,0.00014953099872878212,6.732160629672008e-06
represent,6.6483900938915895e-06,1.10991716723692e-05,0.00010396122938267132
representasi,4.3977974062750146e-05,0.0001808989671448305,4.039291940510528e-05
representatif,6.648390045557813e-06,4.2731562610913466e-05,6.756185480695631e-06
